ticker,date,absoluteReturn,relativeToSPReturn,nextPeriodRelativeToSPReturn,closePrice,dilutedEarningsPerShare,freeCashFlowPerShare,bookValuePerShare,equityRatio,marketCap,priceToEarningsRatio,priceToSalesRatio,priceToFreeCashFlow,priceToBookRatio,enterpriseValueToSalesRatio,currentRatio,roic,netCurrentAssetValuePerShare,ebitdaMargin,netIncomeMargin,returnOnAssets,returnOnEquity
KO,2003-03-31,,,0.0022551093170715,20.24,0.1688915857605178,0.0831,2.4544,0.461,99713979200,24.0506,4.9889,27.9859,8.217,4.9672,0.9713,0.2339,-1.1740395974489402,0.2829,0.1854,0.1634,0.3464
KO,2003-06-30,0.1511857707509882,0.0022551093170715,-0.1001433691045617,23.3,0.2761557177615572,0.2773,2.7441,0.4842,114655339000,27.1823,5.6441,29.2338,8.4716,5.5944,1.0158,0.224,-1.054700121727432,0.3187,0.2391,0.1554,0.3286
KO,2003-09-30,-0.0781115879828326,-0.1001433691045617,0.0651449995949011,21.48,0.2487794955248169,0.3724,2.7512,0.4934,105311499600,24.2095,5.0966,22.4449,7.7864,5.0304,1.0527,0.2263,-0.9867891008552307,0.293,0.2156,0.1571,0.3215
KO,2003-12-31,0.1815642458100557,0.0651449995949011,-0.0219138225856665,25.38,0.1889523033020791,0.2284,2.8719,0.5153,123932062800,28.5097,5.8891,26.1957,8.7957,5.8433,1.0646,0.2253,-0.994458392892981,0.255,0.179,0.1587,0.3148
KO,2004-03-31,-0.0090622537431048,-0.0219138225856665,-0.0094119484287609,25.15,0.2305646481178396,0.207,2.9995,0.5026,122393732500,26.3836,5.6611,22.9545,8.3476,5.577,1.0734,0.2282,-1.0023527961286742,0.3276,0.2219,0.1641,0.3226
KO,2004-06-30,0.0035785288270377,-0.0094119484287609,-0.1834002472744241,25.24,0.3253903040262941,0.3352,3.0819,0.5026,122451607600,25.1906,5.607,21.8819,8.1618,5.452,1.043,0.2277,-0.892509311572321,0.3398,0.2678,0.1647,0.3277
KO,2004-09-30,-0.2064183835182249,-0.1834002472744241,-0.0478925888528299,20.03,0.1928630363036303,0.3056,3.0845,0.5103,96792170800,21.166,4.4473,18.4471,6.4726,4.2483,1.0202,0.2125,-0.8124394705692457,0.2335,0.167,0.1546,0.3053
KO,2004-12-31,0.0394408387418871,-0.0478925888528299,0.0268122196757563,20.82,0.2487572493786247,0.2957,3.3005,0.5068,100324917600,20.6983,4.6037,18.0635,6.2958,4.3462,1.1031,0.2174,-0.6692704226053608,0.3093,0.2307,0.1595,0.3138
KO,2005-03-31,0.0009606147934677,0.0268122196757563,-0.0071777525370951,20.84,0.2078838174273859,0.2533,3.4255,0.5222,100406078000,21.2634,4.5805,17.4225,6.0811,4.312,1.1551,0.2025,-0.5846885085980552,0.3044,0.1924,0.1497,0.291
KO,2005-06-30,0.001919385796545,-0.0071777525370951,0.0030220349575453,20.88,0.3588088296543107,0.4087,3.4033,0.5506,99694274400,20.509,4.4673,16.3594,6.1001,4.2925,1.1996,0.2175,-0.5742853372931516,0.3478,0.273,0.1586,0.2959
KO,2005-09-30,0.0344827586206897,0.0030220349575453,-0.0825193855897547,21.6,0.2689727463312369,0.3251,3.4645,0.553,102706488000,19.7171,4.5131,16.665,6.2148,4.34,1.1746,0.2486,-0.5966439043266673,0.2847,0.2125,0.1749,0.3169
KO,2005-12-30,-0.0666666666666667,-0.0825193855897547,0.0013754655783028,20.16,0.1817416912074043,0.1844,3.4402,0.5557,95518080000,19.6055,4.1342,17.0203,5.8402,3.9778,1.0375,0.2277,-0.60510764035458,0.2734,0.1556,0.1642,0.2963
KO,2006-03-31,0.0386904761904762,0.0013754655783028,0.0462727699991275,20.94,0.2337278106508875,0.0978,3.467,0.5503,98711160000,19.8374,4.2687,20.336,6.0167,4.1243,0.9995,0.2255,-0.6989817564700891,0.2983,0.2116,0.168,0.3037
KO,2006-06-30,0.0272206303724928,0.0462727699991275,-0.0130980914001347,21.51,0.3903061224489796,0.3664,3.6398,0.5641,100752840000,19.7981,4.326,21.8316,5.8844,4.1976,1.0245,0.2307,-0.6778394534585824,0.3494,0.2835,0.1691,0.3035
