ticker,date,sector,sectoralIndex,absoluteReturn,relativeToSPReturn,relativeToSectoralIndexReturn,nextPeriodRelativeToSectoralIndexReturn,closePrice,dilutedEarningsPerShare,freeCashFlowPerShare,bookValuePerShare,equityRatio,marketCap,priceToEarningsRatio,priceToSalesRatio,priceToFreeCashFlow,priceToBookRatio,enterpriseValueToSalesRatio,currentRatio,roic,netCurrentAssetValuePerShare,ebitdaMargin,netIncomeMargin,returnOnAssets,returnOnEquity
DE,2004-01-30,Industrials,SP500-20,,,,0.11352214515937241,31.3,0.3399999601873583,-0.1805,8.5288,0.1642,15458537900,20.7246,0.9527,7.2643,3.608,1.3469,2.7598,0.04,-5.412010536908539,0.1175,0.049,0.0284,0.18
DE,2004-04-30,Industrials,SP500-20,0.0869009584664537,0.1079683476717788,0.11352214515937241,-0.13561008002237704,34.02,0.9384585135666536,-1.5515,9.3212,0.1826,16937673480,17.5283,0.9568,10.6332,3.5727,1.3879,2.8248,0.0519,-3.4990780799961434,0.1519,0.0812,0.0371,0.2141
DE,2004-07-30,Industrials,SP500-20,-0.0767195767195768,-0.0716802216406119,-0.13561008002237704,-0.07579635616230607,31.41,0.7882953652788688,1.5459,9.8519,0.1876,15589002870,13.9162,0.8328,12.5738,3.1074,1.2115,2.6195,0.059,-3.0743068302482133,0.1344,0.074,0.0425,0.2296
DE,2004-10-29,Industrials,SP500-20,-0.0483922317733205,-0.0742427030601158,-0.07579635616230607,0.10772248966385017,29.89,0.7080190551806272,1.5083,12.6891,0.2223,14757231020,10.4944,0.7684,22.1148,2.3084,1.1674,2.769,0.0699,-1.04776410825613,0.1495,0.0806,0.0506,0.2464
DE,2005-01-31,Industrials,SP500-20,0.1615925058548008,0.1164057507975016,0.10772248966385017,-0.07540554795737603,34.72,0.4438247011952191,-0.7876,12.9444,0.2244,17117307200,11.7386,0.8708,47.2071,2.6342,1.269,2.7434,0.0688,-0.8482586560110342,0.1679,0.0566,0.0505,0.2262
DE,2005-04-29,Industrials,SP500-20,-0.0993663594470045,-0.0786936567274326,-0.07540554795737603,0.1504291827798221,31.27,1.214314435062324,-0.5848,13.5498,0.2126,15147875940,9.5576,0.7651,17.5974,2.2475,1.1688,2.4227,0.0706,-0.8151983188211931,0.1328,0.1003,0.0522,0.2394
DE,2005-07-29,Industrials,SP500-20,0.1758874320434922,0.1090420503976718,0.1504291827798221,-0.15011560268397203,36.77,0.7909685328974254,1.2866,14.1744,0.2098,17737333220,11.2933,0.8779,25.2201,2.5569,1.2558,2.3641,0.0651,-0.814078352190984,0.1587,0.0664,0.0485,0.2296
DE,2005-10-31,Industrials,SP500-20,-0.1748708186021213,-0.1528561669606388,-0.15011560268397203,0.13059349575462434,30.34,0.4831950207468879,2.5097,14.2147,0.2036,14373362620,9.9345,0.692,12.4649,2.0978,1.044,2.227,0.0575,-1.901875067283316,0.1398,0.0466,0.0433,0.2098
DE,2006-01-31,Industrials,SP500-20,0.1825972313777192,0.1220592526551972,0.13059349575462434,0.13184480204872223,35.88,0.4945492662473794,-2.2081,14.4215,0.208,16832814960,11.5301,0.8001,33.9919,2.4469,1.2164,2.359,0.0571,-2.208926082081758,0.174,0.0561,0.0437,0.2126
DE,2006-04-28,Industrials,SP500-20,0.2232441471571905,0.1993940515811524,0.13184480204872223,-0.09720676224666894,43.89,1.5636287274254514,-0.1432,15.8763,0.2217,20652088380,12.9035,0.957,28.7673,2.7316,1.351,2.1429,0.0612,0.1551402425288284,0.1838,0.1134,0.0476,0.2216
DE,2006-07-31,Industrials,SP500-20,-0.1731601731601731,-0.147256241745544,-0.09720676224666894,0.09918321990332783,36.29,0.924120389995761,0.4529,16.0434,0.2177,16780314550,10.1735,0.7619,55.5823,2.2168,1.1292,2.0448,0.0616,-0.3057991544026211,0.1776,0.0695,0.0479,0.218
DE,2006-10-31,Industrials,SP500-20,0.1730504271149077,0.0937184949520594,0.09918321990332783,0.13457413703811832,42.57,0.6009969657563936,2.1857,16.2358,0.2157,19346617620,11.422,0.8829,192.1213,2.5825,1.2516,2.0881,0.0626,-0.8601303507853173,-0.0419,0.0568,0.0487,0.2249
DE,2007-01-31,Industrials,SP500-20,0.177824759220108,0.1340637453934923,0.13457413703811832,0.05129294938811409,50.14,0.519251685882097,-2.1492,16.48,0.2218,22748868980,13.4085,1.0277,137.0413,3.0027,1.381,1.9476,0.0623,-1.1996729166620748,0.2125,0.0539,0.0492,0.2252
DE,2007-04-30,Industrials,SP500-20,0.0909453530115676,0.0602620142207855,0.05129294938811409,0.04708202175195718,54.7,1.3597906672481466,0.597,17.3563,0.2141,24613194900,15.6214,1.096,48.4511,3.0922,1.4268,1.8986,0.056,-0.8553960623779077,0.1968,0.0906,0.0441,0.2028
DE,2007-07-31,Industrials,SP500-20,0.1007312614259597,0.1190127806655576,0.04708202175195718,0.24918348314091804,60.21,1.1843033509700176,2.7343,17.7713,0.2142,26718548760,15.9342,1.1706,17.4107,3.3145,1.4894,1.7405,0.0574,-4.725119209655757,0.1929,0.0809,0.0448,0.2093
DE,2007-10-31,Industrials,SP500-20,0.2863311742235509,0.2216627731100064,0.24918348314091804,0.2188399773957245,77.45,0.9415700267618198,2.4627,15.9585,0.1855,34049808200,18.6912,1.4271,20.8843,4.7583,1.7581,1.7311,0.0625,-9.498539701025392,-0.0196,0.0713,0.0478,0.2394
DE,2008-01-31,Industrials,SP500-20,0.1305358295674628,0.2407928068850501,0.2188399773957245,-0.053150755619383906,87.56,0.8309320126069338,-2.2784,15.8451,0.1841,38179312160,19.558,1.5498,23.7684,5.4244,1.9434,1.7609,0.0675,-9.534304506967317,0.1405,0.0709,0.0508,0.275
DE,2008-04-30,Industrials,SP500-20,-0.039858382823207,-0.0449651375603107,-0.053150755619383906,-0.06313691261626674,84.07,1.7368061874431302,0.2461,16.7188,0.1793,36229882430,17.3182,1.4016,25.1474,4.9295,1.7685,1.7067,0.0704,-9.305045376599088,0.1693,0.0942,0.0528,0.2907
DE,2008-07-31,Industrials,SP500-20,-0.1654573569644343,-0.0801435456252219,-0.06313691261626674,-0.17453367156646976,70.16,1.3241252302025783,2.9081,17.3572,0.1808,29958740960,14.0651,1.1115,20.4678,3.9733,1.4688,1.738,0.0691,-9.937799468859922,0.1405,0.0743,0.0515,0.2861
DE,2008-10-31,Industrials,SP500-20,-0.4503990877993158,-0.2147712542116893,-0.17453367156646976,0.08928285864843256,38.56,0.8081967213114755,1.047,15.299,0.1686,16283733760,7.932,0.5755,20.1906,2.4926,0.954,1.8013,0.0684,-11.91155019228219,0.1026,0.0475,0.051,0.2917
